Reference:  202 apertures in PRDOPSSOC-M-026
Comparison: 202 apertures in new pre-delivery

Number of modified apertures 202. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCA4_FULL_TAMASKSWBS          Idl2SciY41 -1.502373256951517e-08 -3.334331293679388e-09        0.000000    77.8062
NRCA4_FULL_TAMASKSWBS          Idl2SciY42 -3.983473165644802e-08 -3.930822640245736e-08        0.000000     1.3217
NRCA4_FULL_TAMASKSWBS          Idl2SciY43 -1.521058859706008e-08 -3.865287525331215e-09        0.000000    74.5882
NRCA4_FULL_TAMASKSWBS          Idl2SciY44 -3.195837078139116e-08 -3.193410471447577e-08        0.000000     0.0759
NRCA4_FULL_TAMASKSWBS          Idl2SciY50 -2.46405102146104e-12 -1.97729429851435e-12        0.000000    19.7543
NRCA4_FULL_TAMASKSWBS          Idl2SciY51 -1.443100964297804e-10 -1.442740669350873e-10        0.000000     0.0250
NRCA4_FULL_TAMASKSWBS          Idl2SciY52 -1.133831615651897e-11 -1.044535408882036e-11        0.000000     7.8756
NRCA4_FULL_TAMASKSWBS          Idl2SciY53 -2.806235042996357e-10 -2.806260042860419e-10        0.000000     0.0009
NRCA4_FULL_TAMASKSWBS          Idl2SciY54 -8.172660098512388e-12 -7.794540511531977e-12        0.000000     4.6266
NRCA4_FULL_TAMASKSWBS          Idl2SciY55 -1.346541195635184e-10 -1.346810516301549e-10        0.000000     0.0200

NRCA4_FULL_FSTAMASKSWB            XDetRef                 486.0                 392.5       93.500000    19.2387
NRCA4_FULL_FSTAMASKSWB            YDetRef                 791.0                 774.5       16.500000     2.0860
NRCA4_FULL_FSTAMASKSWB            XSciRef                 486.0                 392.5       93.500000    19.2387
NRCA4_FULL_FSTAMASKSWB            YSciRef                1259.0                1274.5       15.500000     1.2162
NRCA4_FULL_FSTAMASKSWB          XSciScale            0.03077981            0.03076879        0.000011     0.0358
NRCA4_FULL_FSTAMASKSWB          YSciScale            0.03088571            0.03087691        0.000009     0.0285
NRCA4_FULL_FSTAMASKSWB              V2Ref             67.408257             70.284994        2.876737     4.0930
NRCA4_FULL_FSTAMASKSWB              V3Ref           -412.390984           -411.875769        0.515215     0.1249
NRCA4_FULL_FSTAMASKSWB        V3IdlYAngle           -0.05977738           -0.08655691        0.026780    30.9386
NRCA4_FULL_FSTAMASKSWB        V3SciXAngle          -90.09908289          -90.12688263        0.027800     0.0308
NRCA4_FULL_FSTAMASKSWB        V3SciYAngle           -0.05977738           -0.08655691        0.026780    30.9386
NRCA4_FULL_FSTAMASKSWB          XIdlVert1              -15.0698               -12.174        2.895800    19.2159
NRCA4_FULL_FSTAMASKSWB          XIdlVert2               48.5515                51.447        2.895500     5.6281
NRCA4_FULL_FSTAMASKSWB          XIdlVert3               48.0468               50.9125        2.865700     5.6287
NRCA4_FULL_FSTAMASKSWB          XIdlVert4              -14.8865              -12.0203        2.866200    19.2537
NRCA4_FULL_FSTAMASKSWB          YIdlVert1              -38.9394              -39.4262        0.486800     1.2347
NRCA4_FULL_FSTAMASKSWB          YIdlVert2              -38.9897              -39.4467        0.457000     1.1585
NRCA4_FULL_FSTAMASKSWB          YIdlVert3               24.6304               24.1729        0.457500     1.8575
NRCA4_FULL_FSTAMASKSWB          YIdlVert4               24.3482               23.8611        0.487100     2.0006
NRCA4_FULL_FSTAMASKSWB         Sci2IdlX10   0.03077980099291154   0.03076878644303934        0.000011     0.0358
NRCA4_FULL_FSTAMASKSWB         Sci2IdlX20 4.595988621363386e-08 4.351079103528979e-08        0.000000     5.3288
NRCA4_FULL_FSTAMASKSWB         Sci2IdlX21 -1.612933971806835e-07 -1.610801036873157e-07        0.000000     0.1322
NRCA4_FULL_FSTAMASKSWB         Sci2IdlX22 -1.888981857606307e-08 -1.974938321749293e-08        0.000000     4.3524
NRCA4_FULL_FSTAMASKSWB         Sci2IdlX30 8.686562958063112e-12  8.54284175853165e-12        0.000000     1.6545
NRCA4_FULL_FSTAMASKSWB         Sci2IdlX31 4.959165749280303e-13 3.313247188574267e-13        0.000000    33.1894
NRCA4_FULL_FSTAMASKSWB         Sci2IdlX32 9.798330572954875e-12  9.73231984278167e-12        0.000000     0.6737
NRCA4_FULL_FSTAMASKSWB         Sci2IdlX33 3.926988901901283e-13   3.3566148357384e-13        0.000000    14.5245
NRCA4_FULL_FSTAMASKSWB         Sci2IdlX40 4.442909081947138e-16  3.78314238273675e-16        0.000000    14.8499
NRCA4_FULL_FSTAMASKSWB         Sci2IdlX41  6.29387805453302e-16 6.344396711778518e-16        0.000000     0.7963
NRCA4_FULL_FSTAMASKSWB         Sci2IdlX42 5.518851782061133e-16 4.704383237647925e-16        0.000000    14.7579
NRCA4_FULL_FSTAMASKSWB         Sci2IdlX43 6.007017073978734e-16 6.078869178998334e-16        0.000000     1.1820
NRCA4_FULL_FSTAMASKSWB         Sci2IdlX44 7.265149943061585e-17 5.879183945844512e-17        0.000000    19.0769
NRCA4_FULL_FSTAMASKSWB         Sci2IdlX50 1.412526564684552e-19  1.41251852725289e-19        0.000000     0.0006
NRCA4_FULL_FSTAMASKSWB         Sci2IdlX51 1.164144748882622e-20 1.156741219771824e-20        0.000000     0.6360
NRCA4_FULL_FSTAMASKSWB         Sci2IdlX52 2.905378841383309e-19 2.905321217613376e-19        0.000000     0.0020
NRCA4_FULL_FSTAMASKSWB         Sci2IdlX53 1.197446733319602e-20 1.183558803589206e-20        0.000000     1.1598
NRCA4_FULL_FSTAMASKSWB         Sci2IdlX54 1.455596734205925e-19 1.455551759360943e-19        0.000000     0.0031
NRCA4_FULL_FSTAMASKSWB         Sci2IdlX55 1.514460987062608e-21 1.450407328538942e-21        0.000000     4.2295
NRCA4_FULL_FSTAMASKSWB         Sci2IdlY10 -2.111527062013403e-05 -2.165558689372955e-05        0.000001     2.4950
NRCA4_FULL_FSTAMASKSWB         Sci2IdlY11   0.03088570748098229   0.03087690927179936        0.000009     0.0285
NRCA4_FULL_FSTAMASKSWB         Sci2IdlY20 8.576879379553775e-08 8.574597900531619e-08        0.000000     0.0266
NRCA4_FULL_FSTAMASKSWB         Sci2IdlY21 6.828265066433734e-08 6.654673861178603e-08        0.000000     2.5422
NRCA4_FULL_FSTAMASKSWB         Sci2IdlY22 -7.582466570191191e-08 -7.538465814171585e-08        0.000000     0.5803
NRCA4_FULL_FSTAMASKSWB         Sci2IdlY30 7.331662849193542e-13 6.379065573266649e-13        0.000000    12.9929
NRCA4_FULL_FSTAMASKSWB         Sci2IdlY31 9.047741011675126e-12 8.968670496696776e-12        0.000000     0.8739
NRCA4_FULL_FSTAMASKSWB         Sci2IdlY32 8.133968212883615e-13 6.221643310793632e-13        0.000000    23.5104
NRCA4_FULL_FSTAMASKSWB         Sci2IdlY33 1.042168627607589e-11 1.043535764308496e-11        0.000000     0.1310
NRCA4_FULL_FSTAMASKSWB         Sci2IdlY40 2.829378074917545e-16 2.849397361609732e-16        0.000000     0.7026
NRCA4_FULL_FSTAMASKSWB         Sci2IdlY41 4.480476710508495e-16 3.895078093134265e-16        0.000000    13.0655
NRCA4_FULL_FSTAMASKSWB         Sci2IdlY42 1.151917297818972e-15 1.163406277165262e-15        0.000000     0.9875
NRCA4_FULL_FSTAMASKSWB         Sci2IdlY43 4.452601727605387e-16 3.906130106835716e-16        0.000000    12.2731
NRCA4_FULL_FSTAMASKSWB         Sci2IdlY44 7.914183276686587e-16   8.0185556476937e-16        0.000000     1.3016
NRCA4_FULL_FSTAMASKSWB         Sci2IdlY50 1.686628081645957e-21 1.752648097727514e-21        0.000000     3.7669
NRCA4_FULL_FSTAMASKSWB         Sci2IdlY51 1.583985186550497e-19 1.584039424597674e-19        0.000000     0.0034
NRCA4_FULL_FSTAMASKSWB         Sci2IdlY52  1.22609209838274e-20 1.239671439556264e-20        0.000000     1.0954
NRCA4_FULL_FSTAMASKSWB         Sci2IdlY53 2.971345865645685e-19 2.971401508659768e-19        0.000000     0.0019
NRCA4_FULL_FSTAMASKSWB         Sci2IdlY54 9.588517529209556e-21  9.65654974253939e-21        0.000000     0.7045
NRCA4_FULL_FSTAMASKSWB         Sci2IdlY55 1.370448137822284e-19 1.370455066584393e-19        0.000000     0.0005
NRCA4_FULL_FSTAMASKSWB         Idl2SciX00   0.03399590618712978   0.03068706885170513        0.003309     9.7330
NRCA4_FULL_FSTAMASKSWB         Idl2SciX10     32.48996315234407      32.5017279802743        0.011765     0.0362
NRCA4_FULL_FSTAMASKSWB         Idl2SciX11 0.0002560092051218654 0.0002209149652371289        0.000035    13.7082
NRCA4_FULL_FSTAMASKSWB         Idl2SciX20 -0.001595832159384891 -0.001511427057582723        0.000084     5.2891
NRCA4_FULL_FSTAMASKSWB         Idl2SciX21  0.005522313063808286   0.00552051092603652        0.000002     0.0326
NRCA4_FULL_FSTAMASKSWB         Idl2SciX22 0.0006336049341713872 0.0006648570148093664        0.000031     4.7006
NRCA4_FULL_FSTAMASKSWB         Idl2SciX30 -1.023742275549319e-05 -1.013816346300194e-05        0.000000     0.9696
NRCA4_FULL_FSTAMASKSWB         Idl2SciX31 -1.960528894457575e-06 -1.716121404994303e-06        0.000000    12.4664
NRCA4_FULL_FSTAMASKSWB         Idl2SciX32 -1.010821921093421e-05 -1.007678487458364e-05        0.000000     0.3110
NRCA4_FULL_FSTAMASKSWB         Idl2SciX33 -2.757304922599417e-07 -2.001028314743652e-07        0.000000    27.4281
NRCA4_FULL_FSTAMASKSWB         Idl2SciX40 -1.089035243929968e-08 -8.919206573869111e-09        0.000000    18.0999
NRCA4_FULL_FSTAMASKSWB         Idl2SciX41 -3.039626399002091e-08 -3.059509581673062e-08        0.000000     0.6499
NRCA4_FULL_FSTAMASKSWB         Idl2SciX42 -1.488675788906383e-08 -1.245993533508612e-08        0.000000    16.3019
NRCA4_FULL_FSTAMASKSWB         Idl2SciX43 -2.976325194945779e-08 -3.001371552797702e-08        0.000000     0.8345
NRCA4_FULL_FSTAMASKSWB         Idl2SciX44 -2.962776997489074e-09 -2.566838127415484e-09        0.000000    13.3638
NRCA4_FULL_FSTAMASKSWB         Idl2SciX50 -1.363177033786097e-10 -1.363137951230954e-10        0.000000     0.0029
NRCA4_FULL_FSTAMASKSWB         Idl2SciX51 -8.334756452441043e-12 -8.388954898869456e-12        0.000000     0.6461
NRCA4_FULL_FSTAMASKSWB         Idl2SciX52 -2.82807976781735e-10 -2.828111936956221e-10        0.000000     0.0011
NRCA4_FULL_FSTAMASKSWB         Idl2SciX53 -8.790858164809038e-12 -8.918954900618477e-12        0.000000     1.4362
NRCA4_FULL_FSTAMASKSWB         Idl2SciX54 -1.435876183803725e-10 -1.435929198396103e-10        0.000000     0.0037
NRCA4_FULL_FSTAMASKSWB         Idl2SciX55 -1.239873129681174e-12 -1.30698591265495e-12        0.000000     5.1349
NRCA4_FULL_FSTAMASKSWB         Idl2SciY00    0.0197015655053292   0.02251268961208552        0.002811    12.4868
NRCA4_FULL_FSTAMASKSWB         Idl2SciY10   0.02139491985856652   0.02204149941004663        0.000647     2.9335
NRCA4_FULL_FSTAMASKSWB         Idl2SciY11     32.37848121918089     32.38777043774346        0.009289     0.0287
NRCA4_FULL_FSTAMASKSWB         Idl2SciY20 -0.002946525279432465 -0.002950090317277343        0.000004     0.1208
NRCA4_FULL_FSTAMASKSWB         Idl2SciY21 -0.002344884620505282  -0.00228594646295549        0.000059     2.5135
NRCA4_FULL_FSTAMASKSWB         Idl2SciY22  0.002564473701917328  0.002550741411186758        0.000014     0.5355
NRCA4_FULL_FSTAMASKSWB         Idl2SciY30 -1.730096138980029e-07 -1.057236655034074e-07        0.000000    38.8915
NRCA4_FULL_FSTAMASKSWB         Idl2SciY31 -1.145569799651619e-05 -1.142359081218295e-05        0.000000     0.2803
NRCA4_FULL_FSTAMASKSWB         Idl2SciY32 -1.811087696220884e-06 -1.590727493231865e-06        0.000000    12.1673
NRCA4_FULL_FSTAMASKSWB         Idl2SciY33 -1.141268490633024e-05 -1.145420601877399e-05        0.000000     0.3625
NRCA4_FULL_FSTAMASKSWB         Idl2SciY40 -5.729560871602405e-09 -5.768093632383946e-09        0.000000     0.6680
NRCA4_FULL_FSTAMASKSWB         Idl2SciY41 -9.097545334656967e-09 -7.421572295589406e-09        0.000000    18.4223
NRCA4_FULL_FSTAMASKSWB         Idl2SciY42 -3.950189805586012e-08 -3.983857159551453e-08        0.000000     0.8451
NRCA4_FULL_FSTAMASKSWB         Idl2SciY43 -9.458894726354777e-09 -7.837368148085936e-09        0.000000    17.1429
NRCA4_FULL_FSTAMASKSWB         Idl2SciY44 -3.190211058193402e-08 -3.222770848429565e-08        0.000000     1.0103
NRCA4_FULL_FSTAMASKSWB         Idl2SciY50 -2.217417746137862e-12 -2.149978098576596e-12        0.000000     3.0414
NRCA4_FULL_FSTAMASKSWB         Idl2SciY51 -1.442921150168484e-10 -1.442871000540235e-10        0.000000     0.0035
NRCA4_FULL_FSTAMASKSWB         Idl2SciY52 -1.088595572723531e-11 -1.076222903356224e-11        0.000000     1.1366
NRCA4_FULL_FSTAMASKSWB         Idl2SciY53 -2.806252626914153e-10 -2.806255676690073e-10        0.000000     0.0001
NRCA4_FULL_FSTAMASKSWB         Idl2SciY54 -7.981138309322851e-12 -7.928744687866716e-12        0.000000     0.6565
NRCA4_FULL_FSTAMASKSWB         Idl2SciY55 -1.346679242655022e-10 -1.346716423328976e-10        0.000000     0.0028

NRCA5_FULL_TAMASKLWB              XDetRef                 314.0                 312.5        1.500000     0.4777
NRCA5_FULL_TAMASKLWB              YDetRef                1558.0                1557.5        0.500000     0.0321
NRCA5_FULL_TAMASKLWB              XSciRef                1736.0                1736.5        0.500000     0.0288
NRCA5_FULL_TAMASKLWB              YSciRef                1558.0                1557.5        0.500000     0.0321
NRCA5_FULL_TAMASKLWB            XSciScale            0.06273284            0.06273416        0.000001     0.0021
NRCA5_FULL_TAMASKLWB            YSciScale             0.0629187            0.06291952        0.000001     0.0013
NRCA5_FULL_TAMASKLWB                V2Ref             39.487799             39.393469        0.094330     0.2389
NRCA5_FULL_TAMASKLWB                V3Ref            -412.60702           -412.637785        0.030765     0.0075
NRCA5_FULL_TAMASKLWB          V3IdlYAngle            0.42276841            0.42358337        0.000815     0.1924
NRCA5_FULL_TAMASKLWB          V3SciXAngle           -89.5783076          -89.57747221        0.000835     0.0009
NRCA5_FULL_TAMASKLWB          V3SciYAngle            0.42276841            0.42358337        0.000815     0.1924
NRCA5_FULL_TAMASKLWB            XIdlVert1             -110.5681             -110.5999        0.031800     0.0288
NRCA5_FULL_TAMASKLWB            XIdlVert2               19.9657               19.9344        0.031300     0.1568
NRCA5_FULL_TAMASKLWB            XIdlVert3               19.5516               19.5207        0.030900     0.1580
NRCA5_FULL_TAMASKLWB            XIdlVert4             -107.9251             -107.9565        0.031400     0.0291
NRCA5_FULL_TAMASKLWB            YIdlVert1               -97.383              -97.3513        0.031700     0.0326
NRCA5_FULL_TAMASKLWB            YIdlVert2               -99.199              -99.1683        0.030700     0.0309
NRCA5_FULL_TAMASKLWB            YIdlVert3               30.9146               30.9463        0.031700     0.1024
NRCA5_FULL_TAMASKLWB            YIdlVert4               31.7359               31.7676        0.031700     0.0998
NRCA5_FULL_TAMASKLWB           Sci2IdlX10   0.06273284238317975   0.06273415797129543        0.000001     0.0021
NRCA5_FULL_TAMASKLWB           Sci2IdlX20 3.359907484277872e-07 3.365231865423068e-07        0.000000     0.1582
NRCA5_FULL_TAMASKLWB           Sci2IdlX21 -6.13631800444544e-07 -6.137038912117627e-07        0.000000     0.0117
NRCA5_FULL_TAMASKLWB           Sci2IdlX22 -2.564592003243329e-08 -2.548397193891889e-08        0.000000     0.6315
NRCA5_FULL_TAMASKLWB           Sci2IdlX30 1.185253489335233e-10 1.186272410008967e-10        0.000000     0.0859
NRCA5_FULL_TAMASKLWB           Sci2IdlX31 1.274773161438655e-11 1.276722528171382e-11        0.000000     0.1527
NRCA5_FULL_TAMASKLWB           Sci2IdlX32 1.156590693934571e-10 1.157122478483621e-10        0.000000     0.0460
NRCA5_FULL_TAMASKLWB           Sci2IdlX33 5.258142575285721e-12 5.264949630021659e-12        0.000000     0.1293
NRCA5_FULL_TAMASKLWB           Sci2IdlX40 1.766582787114633e-14 1.770093104009821e-14        0.000000     0.1983
NRCA5_FULL_TAMASKLWB           Sci2IdlX41 8.752187683218451e-15 8.746091354978357e-15        0.000000     0.0697
NRCA5_FULL_TAMASKLWB           Sci2IdlX42 2.149197150930818e-14 2.153421607535702e-14        0.000000     0.1962
NRCA5_FULL_TAMASKLWB           Sci2IdlX43 7.742960954764157e-15 7.735541817844677e-15        0.000000     0.0958
NRCA5_FULL_TAMASKLWB           Sci2IdlX44 3.195842937637835e-15  3.20286307418473e-15        0.000000     0.2192
NRCA5_FULL_TAMASKLWB           Sci2IdlX51 5.336389677740713e-19  5.33713941642591e-19        0.000000     0.0140
NRCA5_FULL_TAMASKLWB           Sci2IdlX53 5.986924808012417e-19 5.988309069912391e-19        0.000000     0.0231
NRCA5_FULL_TAMASKLWB           Sci2IdlX54 4.720954024619829e-18 4.720960471066278e-18        0.000000     0.0001
NRCA5_FULL_TAMASKLWB           Sci2IdlX55 8.176986954661452e-20 8.183259352640755e-20        0.000000     0.0766
NRCA5_FULL_TAMASKLWB           Sci2IdlY10 -1.178124833184271e-06 -1.155772194647226e-06        0.000000     1.8973
NRCA5_FULL_TAMASKLWB           Sci2IdlY11   0.06291870187162973   0.06291952245775849        0.000001     0.0013
NRCA5_FULL_TAMASKLWB           Sci2IdlY20 3.672540710583933e-07 3.672444234480869e-07        0.000000     0.0026
NRCA5_FULL_TAMASKLWB           Sci2IdlY21 3.740285744604187e-07 3.743648465316733e-07        0.000000     0.0898
NRCA5_FULL_TAMASKLWB           Sci2IdlY22 -2.592201393150227e-07 -2.593620215965538e-07        0.000000     0.0547
NRCA5_FULL_TAMASKLWB           Sci2IdlY30 1.168775551188263e-11 1.170438027919039e-11        0.000000     0.1420
NRCA5_FULL_TAMASKLWB           Sci2IdlY31 1.149648476943905e-10 1.150237410913013e-10        0.000000     0.0512
NRCA5_FULL_TAMASKLWB           Sci2IdlY32  1.74278638349532e-11 1.745081309008009e-11        0.000000     0.1315
NRCA5_FULL_TAMASKLWB           Sci2IdlY33 1.122681180451146e-10 1.122717926938475e-10        0.000000     0.0033
NRCA5_FULL_TAMASKLWB           Sci2IdlY40 4.446379352809417e-15 4.443883242620692e-15        0.000000     0.0561
NRCA5_FULL_TAMASKLWB           Sci2IdlY41 1.670338379399326e-14 1.673436996695436e-14        0.000000     0.1852
NRCA5_FULL_TAMASKLWB           Sci2IdlY42 1.616638275203442e-14 1.615380009727666e-14        0.000000     0.0778
NRCA5_FULL_TAMASKLWB           Sci2IdlY43 1.590961145998064e-14 1.593779136530285e-14        0.000000     0.1768
NRCA5_FULL_TAMASKLWB           Sci2IdlY44 1.007322771181487e-14 1.006283741288662e-14        0.000000     0.1031
NRCA5_FULL_TAMASKLWB           Sci2IdlY50 5.216073904934154e-20 5.209378040455159e-20        0.000000     0.1284
NRCA5_FULL_TAMASKLWB           Sci2IdlY51 5.271090135543456e-18 5.271082544738493e-18        0.000000     0.0001
